Unnamed: 0,symbol,2022-05-12
2016,MNTT,0
2017,N1,4431.4625799
2018,UBN,1.40193832
2019,BNF,87165.15670296
2020,BSTY,1779.6476745
2021,CGT,561.729818
2022,ORB,11608.31510489
2023,ADB,35981.1523518
2024,MILK2,0
2025,ZUM,0
2026,LFW,149.57546755
2027,CCN,314.39986968
2028,SPD,0
2029,FRC,9376.30835578
2030,RED,775.19020756
2031,IONC,45337.32656497
2032,DPY,58799.67251925
2033,DRC,1578.17910673
2034,PYLON,120466.1795743
2035,EDC,675.29577339
2036,YF-DAI,54763.055684
2037,REM,322359.01354714
2038,PPBLZ,58604.76173137
2039,UGAS,87.05249508
2040,ENG,40085.48495161
2041,CLR,94159.09328586
2042,OGO,19.01345794
2043,ARGON,7095.12964833
2044,WQT,128280.98222675
2045,CERES,89830.63194444
2046,CPO,43.57112653
2047,ZEBI,5467.1777458
2048,PTOY,214852.93670915
2049,BITB,72.20160827
2050,KDG,60558.41845026
2051,MIB,191737.59660401
2052,SHOE,0
2053,DVP,33767.27000273
2054,ZUM,4.87677607
2055,PASS,202.18075994
2056,TOTM,0
2057,SHAKE,15655.46380661
2058,BZNT,239.947263
2059,AC,63913.7798155
2060,ETHY,2680.36511847
2061,EVX,31326.48810783
2062,AMA,1563.40212162
2063,IHT,38774.00576185
2064,DVD,258.983261
2065,ATMOS,457.27533562
2066,AZUKI,18.86904238
2067,TANGO,0
2068,BTA,143.2635875
2069,XBP,1.09697044
2070,WCK,0
2071,STX,29150.00592731
2072,EXE,43514.53024316
2073,ASTRO,0
2074,QWC,156.41586706
2075,BOBO,0
2076,SCR,0
2077,CNN,0
2078,ROOM,42393.30237359
2079,PLA,114.5171157
2080,LTHN,30681.27713024
2081,APN,218692.40966143
2082,SIG,236.821255
2083,VIPS,42378.94177097
2084,L3P,0
2085,DBET,127.76858585
2086,VEKTOR,0
2087,MNC,1614.02324564
2088,GEO,3220.17122993
2089,XAS,2189.86700313
2090,LEPA,1179241.58576457
2091,CNS,0
2092,TN,0
2093,XCN,135.17184981
2094,SUB,45920.21630554
2095,TCORE,11643.47426658
2096,HYC,101.6178375
2097,COFI,73787.98084425
2098,CDL,0
2099,DOPE,35557.10198051
2100,DFS,100770.91021375
2101,FDZ,0
2102,FRKT,1664468.26504932
2103,RMPL,0
2104,PTD,4.03351067
2105,LMY,0.00131927
2106,DONUT,46928.26695057
2107,ION,0.00356147
2108,XIOT,0
2109,FUEL,29596.07688469
2110,ARQ,8662.16623979
2111,STEP,533.40559737
2112,BALPHA,0
2113,FOC,0
2114,SS,13386.88586488
2115,NETKO,2.01086361
2116,CRACE,9486.50761197
2117,PGN,1534.16320815
2118,INK,424.24254714
2119,BANCA,19217.70381306
2120,FOUR,1111.94303959
2121,SSTX,93827.45440654
2122,BYN,0
2123,KOBO,683.51463499
2124,BCPT,33284.97507423
2125,2KEY,8265.54931216
2126,RBT,39866.373855
2127,KICKS,9.705657
2128,STBU,5022.57321735
2129,CAI,925951.77361543
2130,MOMA,55367.21108517
2131,UFARM,44180.50410154
2132,SNOB,97502.37181898
2133,PVT,64914.7536397
2134,IOEN,360.2982446
2135,BUNI,67013.13608163
2136,GRG,32460.38474841
2137,SSP,9740.39076865
2138,PIPT,18.04828506
2139,C20,159.92335004
2140,YEE,47920.47670404
2141,ZCR,0
2142,BITG,209706.66429949
2143,JAR,835.17568393
2144,TROLL,0
2145,YSEC,0
2146,FXT,68375.185857
2147,FTI,0
2148,NOR,0
2149,UCH,0
2150,BLU,10.7888097
2151,POSW,0
2152,SWING,8.84887932
2153,BCV,1816.59836094
2154,ZER,0
2155,OWN,89535.37477397
2156,BTR,0
2157,CSTL,1347311.96866776
2158,KUE,23723.97552
2159,STKR,250.66768249
2160,SHARE,900.82216388
2161,TCS,1146.96501687
2162,MOTA,0
2163,BITS,0
2164,EQL,10.95625529
2165,ZUT,0
2166,CTASK,26216.32839718
2167,XDNA,384.69046353
2168,ALL,0
2169,AID,37561.16701666
2170,X42,3867.18078117
2171,DFSG,0
2172,CORGIB,54421.239312
2173,PHX,0
2174,ESCE,2214.14516782
2175,ZNZ,2887.57933381
2176,JADE,0
2177,ARGO,385.66950597
2178,EGEM,0
2179,DCTO,0
2180,ZUKI,69656.75533938
2181,2GIVE,1145.43228087
2182,BBK,38121.27313212
2183,ETHA,237546.97466805
2184,ORAO,61359.12976794
2185,INFI,110483.1517446
2186,BCUG,0
2187,GMAT,96660.54239021
2188,LEG,19.40935566
2189,PIPL,0
2190,DLT,40378.76311081
2191,BNTY,46853.66409279
2192,EOST,196.19655903
2193,BBP,0
2194,TYPH,0
2195,XNV,16142.27023103
2196,BMH,0
2197,PYRO,38265.89493116
2198,SNRG,53292.254994
2199,EXCL,1292.28262121
2200,KALA,6.23647304
2201,RBIES,354.30583826
2202,MSR,3107.96796231
2203,CMCT,0
2204,TH,0
2205,IOG,0
2206,RVL,0
2207,RFI,265.54431558
2208,MOONS,26663.12263677
2209,CUR,76851.09529572
2210,PYM,10.36652988
2211,YVS,3976.31940032
2212,DDK,82059.75889406
2213,JET,479.97459764
2214,IRD,478.90410561
2215,CATT,3.14020424
2216,BERRY,391.12584747
2217,FREED,0
2218,DAB,4145.84687276
2219,FIC,111274.87703145
2220,PIRATE,1.03574411
2221,EVE,0
2222,BART,0
2223,ETI,0
2224,FLUX,13584.64304304
2225,TAG,22.46863606
2226,VRC,0
2227,FLX,0
2228,RGP,134878.89046193
2229,CREDIT,0
2230,LONDON,907.84622604
2231,DAM,67974.04958348
2232,PKT,0
2233,HEAT,0
2234,ARNX,17.31971794
2235,SHDW,32623.06389112
2236,ARCO,1259.47409468
2237,KFT,111748.08631518
2238,SHIELD,3423.25629098
2239,PEG,2491.29162009
2240,EXP,1863.97704419
2241,NFY,0
2242,SND,13.7818535
2243,XBY,0
2244,AAC,1025.39945301
2245,HEROEGG,14.51888306
2246,ZXC,188.51050912
2247,DGC,72891.04834504
2248,KUV,888.80576388
2249,MX,306.33031624
2250,IXT,4.42101307
2251,RAGE,128849.40380147
2252,COLL,43850.67022637
2253,QBT,0
2254,ISA,364.96126422
2255,ETG,0
2256,BITTO,26393.30328787
2257,COB,66.69038974
2258,ATCC,0
2259,CJ,0
2260,MPAY,18215.25299236
2261,HERO,0
2262,UDOKI,74.57871306
2263,NFXC,0
2264,ENT,0
2265,GEAR,56065.40313
2266,MASK,827.65002047
2267,PNT,0
2268,MTHD,0
2269,WARP,58704.55048277
2270,INVE,0
2271,WFX,0
2272,ALA,0
2273,MEL,89.42928261
2274,AFEN,0
2275,NSR,0.20116162
2276,CROAT,69.00250113
2277,NBC,24139.89175182
2278,KFX,0
2279,NCC,105836.7807165
2280,NBX,0.31944063
2281,UP,1252013.14571832
2282,NSURE,0
2283,aWSB,74573.00888915
2284,ENRG,3347.89128249
2285,OMC,0
2286,SKB,0
2287,DCNTR,0
2288,ZET,0
2289,ALI,2.05054729
2290,SMC,0
2291,NASH,1056.490156
2292,MMO,4.418865
2293,WOWS,884.08118053
2294,CBM,0
2295,TNC,10.45903464
2296,VOX,0
2297,MODX,19.7321599
2298,RITO,802.90280955
2299,WCO,0
2300,XWP,0
2301,BBO,43804.07042707
2302,KIMCHI,31177.97661462
2303,LOCK,460.0884785
2304,PRARE,76495.3570371
2305,LIT,104.83722421
2306,GBX,0
2307,SHMN,33.24934277
2308,BDP,0
2309,CORX,0
2310,PGO,442.13322865
2311,TAN,0
2312,BC,43892.22471145
2313,BDS,91.51587786
2314,2LC,0
2315,A,65292.41398601
2316,DINGO,28612.41467492
2317,PLURA,0
2318,ACAT,0
2319,EGG,718.67416684
2320,EVIL,41322.95599934
2321,SCONEX,29018.27696793
2322,ART,0
2323,INSN,0
2324,MTX,1.82014012
2325,SCHO,1453.11137293
2326,SOAR,0
2327,FMTA,135252.97650449
2328,EVY,55750.24897702
2329,AMM,21929.66393658
2330,DYT,0
2331,KURT,0.00612395
2332,SKIN,19501.65356546
2333,QRT,28361.595885
2334,SFUEL,151417.11453596
2335,SMTY,190228.3137089
2336,ACA,380.05609566
2337,AUX,0
2338,DZG,10351.85676983
2339,RUP,2.75732203
2340,LLG,0
2341,COSM,65.410512
2342,RPZX,0
2343,ZLA,2.135283
2344,INN,10.53547924
2345,USDX,31400.74385428
2346,ZSC,959.51943949
2347,SAMU,77.0260957
2348,ZPT,18457.73549141
2349,SVX,0
2350,ARATA,2.85496658
2351,ESH,0
2352,CHONK,1811.12857256
2353,RASKO,0
2354,ZUC,250.39274434
2355,TEND,0
2356,BIRD,4.39518095
2357,XGT,129.14516272
2358,LHT,0
2359,MYB,2327.49619579
2360,CLX,21.08748002
2361,ONG,0
2362,MBONK,34456.61093477
2363,SENC,20.58677733
2364,TBX,20726.009865
2365,CHI,0
2366,LUX,0
2367,GFX,0
2368,TZC,0
2369,FIRE,143.83825451
2370,DML,4628.29525188
2371,FLOT,0
2372,VIT,73.82526762
2373,AXE,2565.80759127
2374,MCC,152.80381605
2375,FNB,0
2376,BREW,32.03821974
2377,PAYB,51.35736183
2378,MOJO,20005.77366098
2379,BTZC,4.11768861
2380,PKG,0
2381,LYRA,0
2382,XSH,19.7804707
2383,COGI,2446.130628
2384,GEM,0
2385,MAS,0
2386,ENTRC,41538.2829515
2387,FONT,58079.317095
2388,TRL,0
2389,DDL,56911.52909983
2390,ITL,20702.31357313
2391,GMC,755.69804815
2392,NOV,2.88971863
2393,CPU,0
2394,OPAL,0
2395,MEC,0
2396,GOT,0
2397,SIMP,0
2398,HOR,10.43298188
2399,CHART,363.04601466
2400,MBN,206.3622071
2401,DEM,599.40683967
2402,SACT,0
2403,KWT,106827.05976777
2404,RTE,74787.13702891
2405,GUM,12982.88796531
2406,KWS,26206.71654602
2407,HSC,29319.31188069
2408,SKYRIM,16562.28377298
2409,TSL,3221.37128754
2410,DINO,971199.58182047
2411,LUS,74.61406013
2412,UPX,80069.28955322
2413,NINO,9754.9045428
2414,ECO,16.08951678
2415,YOC,0
2416,XPT,12091.07208783
2417,PRIX,753.50192095
2418,RNBW,84569.43316695
2419,EKO,106066.38331371
2420,ADI,14717.87641587
2421,ELY,0
2422,AIX,0
2423,CO2,0
2424,SWIFT,0
2425,DAY,20774.11074225
2426,CHEESE,0
2427,BBS,0
2428,GET,19170.14531387
2429,OPEN,12786.06050358
2430,XLR,402.5486364
2431,COVA,0
2432,SCL,38624.17965736
2433,LCP,0
2434,BTW,0
2435,RBT,79.07226895
2436,LAND,26593.3431085
2437,PLAT,0
2438,NEVA,17681.78653119
2439,TDP,0
2440,IFT,0
2441,TRUST,4404.53587287
2442,ERO,0
2443,CTL,0
2444,GLT,0
2445,BEET,0
2446,YI12,79431.863247
2447,UNIFY,21588.706359
2448,UCM,0
2449,STEEP,0
2450,KSEED,0
2451,ROUSH,0
2452,WSPP,253591.97411583
2453,ETHO,0
2454,AIDOC,0
2455,ETZ,85.37176087
2456,LEV,0
2457,GRFT,0
2458,BSD,0
2459,VIVID,0
2460,BZX,5.21616411
2461,1MIL,35964.7750795
2462,CMM,291.13694587
2463,BLTG,1461.86302131
2464,LMT,530.64832499
2465,KOMBAT,0
2466,NVC,2.91063749
2467,ATB,0
2468,YTN,67236.28909808
2469,SCC,149.53052965
2470,EGG,1.58740866
2471,ASAFE,0
2472,ENTS,0.36896638
2473,BOUTS,0
2474,ROAD,0
2475,SPD,464.92078193
2476,UNIT,31.27275957
2477,CNRG,16.13121655
2478,POE,64.56672724
2479,TNS,77.92103198
2480,INX,141098.02799217
2481,RVT,208.69633865
2482,ORMEUS,10535.98482272
2483,KUN,0
2484,ADZ,0
2485,USNBT,838.88176647
2486,EVC,3089.70347931
2487,CATE,420.31938658
2488,TM2,0
2489,MORE,0
2490,PRX,7.4030951
2491,DMST,0
2492,GCC,3.5036424
2493,GCN,0
2494,$ROPE,0
2495,XPA,0
2496,LUN,0
2497,VAL,19903.35012941
2498,START,0
2499,PHT,114.49388336
2500,IMG,33.99514329
2501,INNBC,39.5626188
2502,BUNNY,3895.5899359
2503,BITC,130258.86069801
2504,TGAME,0.5424597
2505,FYZ,0
2506,BTRN,12122.2282356
2507,BITX,0
2508,VOT,7.41399361
2509,BOOST,32910.230826
2510,CTRT,0
2511,XBI,0
2512,ANC,0
2513,FOR,0
2514,ISLE,2.74916158
2515,CTT,723.93843342
2516,POST,0
2517,VIDZ,11.1518383
2518,BOLI,2.85599999
2519,BNTX,0
2520,XGS,0
2521,DEP,23997.07493641
2522,GB,48382.45390951
2523,FGC,0
2524,XRA,6.98671793
2525,WCC,0.71089511
2526,ANON,0
2527,WRC,0
2528,ARO,0
2529,TIX,0
2530,UUNICLY,6411.99564909
2531,NSD,0
2532,BTDX,0
2533,BURN,2383.29976948
2534,BWX,0
2535,BGTT,15.20846728
2536,YAXIS,0
2537,DTRC,0.43969156
2538,GENE,2.97387999
2539,REEC,113057.52688172
2540,BSCV,40.35791664
2541,OPT,0
2542,CIV,0
2543,MAC,8297.27113405
2544,HERON,0
2545,STREAM,0
2546,XPY,0
2547,NUTS,0
2548,ONX,0
2549,ICOB,7.39484149
2550,GCR,285.02657464
2551,HB,0
2552,XMV,0
2553,ZPR,8847.97345313
2554,DMB,211.11050299
2555,ALP,76.33713652
2556,KWATT,0
2557,ARCT,0
2558,SFCP,0
2559,MAY,0
2560,CBIX,0
2561,HLIX,0
2562,BELA,0
2563,PEX,0
2564,ARION,64.70296471
2565,NMP,0
2566,AXIS,44435.50362912
2567,BCZ,329.78310104
2568,BPC,0
2569,DSR,0
2570,PNX,0
2571,BRAWL,197.39043275
2572,ABX,0
2573,BITD,0
2574,GTM,115.23830367
2575,BIT,0.01879859
2576,IQ,0
2577,SWG,3.28551998
2578,IC,0
2579,FUZZ,0
2580,BLOC,0
2581,PAYX,46206.50424339
2582,NTR,33.24066404
2583,STAC,0
2584,NOTE,0
2585,ALLBI,6862.28739003
2586,XOV,19949.93252161
2587,NAVY,0
2588,ELTCOIN,0
2589,XBTC21,7.48540791
2590,CALL,2.60559857
2591,KEBAB,0
2592,FRST,41.44048742
2593,C2,0
2594,CNT,42420.54846124
2595,FUZE,118051.29397623
2596,SNN,47056.89933853
2597,ROAD,0
2598,EVN,0
2599,ZNY,0.02756029
2600,ROCK2,0
2601,BTCL,0
2602,FBN,1476.07423154
2603,ARAW,0
2604,UBU,0
2605,VOCO,0
2606,BERN,0
2607,ZEUS,47855.18480887
2608,WON,8.45e-06
2609,XUEZ,5059.72129798
2610,ALLOY,11.29884607
2611,SINS,5.48333525
2612,REW,0
2613,DGTX,0
2614,DFT,1059.09014398
2615,MARTK,0.0013524
2616,BELLY,0
2617,ZFL,0
2618,DJV,61669.44290311
2619,FLL,2.28635146
2620,VOTE,0
2621,NTRN,0
2622,DRM,0
2623,GRIMM,1498.5988801
2624,NPLC,0
2625,TWIN,40309.79108448
2626,MICRO,0
2627,BXC,0
2628,SHO,0
2629,JS,329.99566594
2630,EVT,27.84242214
2631,FOXT,0
2632,AKA,14.56588887
2633,MDTK,0
2634,BISON,0
2635,DONU,0
2636,EDRC,77.28147663
2637,BBKFI,1670.32187711
2638,TIC,0
2639,ETHPLO,0
2640,SHVR,0
2641,TOTO,0
2642,SUPER,0
2643,TAJ,0
2644,CCO,68.13816689
2645,BSL,107.91751247
2646,HERB,5158.30284953
2647,WAGE,3.01131653
2648,SPRKL,0
2649,YLC,50155.22112613
2650,AMS,0
2651,SCRIV,65.30570224
2652,CYMT,0
2653,INFS,0
2654,1UP,62.30846457
2655,TFF,16.69839651
2656,IDT,0
2657,BLAST,0
2658,GAJ,1059.79179913
2659,PYRK,0
2660,ZINC,3.08346806
2661,DLC,0
2662,BSC,0
2663,MLM,0
2664,KNT,0
2665,PKB,0
2666,AIM,0
2667,KTS,0
2668,TCAT,54.36484111
2669,ULG,0
2670,BTAD,0
2671,KIND,0
2672,DATX,0
2673,SHB,10.92972091
2674,HYFI,10.47163692
2675,XGM,6687.01926103
2676,YFBT,0
2677,QUAN,0
2678,DTC,0
2679,BBR,16.92728539
2680,GSR,0
2681,SPK,0.17169332
2682,ACED,38.04059041
2683,TCH,0
2684,LCMS,0
2685,IG,1.111397
2686,NYEX,0
2687,XCO,0
2688,CREVA,0
2689,LST,0
2690,NZL,0
2691,HALV,0
2692,MST,42689.35319881
2693,DYNMT,0
2694,FTXT,54791.50864561
2695,SCS,0
2696,KWIK,0
2697,CF,0
2698,PYN,0
2699,BON,0
2700,ALPHR,0
2701,UCN,0
2702,SPT,0
2703,SONG,79961.15463483
2704,ARB,0.15120389
2705,GOSS,0
2706,ROFI,0
2707,UNI,3.48726852
2708,ALLEY,5424.19595387
2709,CARE,0
2710,COAL,46.29071977
2711,CRM,0
2712,WXC,0
2713,XTA,0
2714,LTCR,0
2715,IBTC,0
2716,AREPA,0
2717,TVNT,1.50667639
2718,HAVY,0
2719,MEDIC,0.00092921
2720,HELP,0
2721,MAR,0
2722,VLT,0
2723,APC,0
2724,VLS,0
2725,BNC,0
2726,BTCT,0
2727,WTN,0
2728,ELET,63.56905418
2729,IMS,6.012e-05
2730,KEMA,0
2731,GPKR,0
2732,CLC,4.12071046
2733,SWC,0
2734,ZYD,0
2735,MXT,0
2736,CRDT,4.32633887
2737,DISTX,0
2738,IMPL,6.35973354
2739,HQT,0
2740,STS,48.77586601
2741,SPR,0
2742,BLIZZ,2.75257676
2743,PXI,0
2744,KZC,64.63813913
2745,BMXX,0
2746,VTX,834.86077613
2747,CAB,0
2748,ORE,5.11798536
2749,QBC,0
2750,UVU,0
2751,KLKS,0
2752,ACOIN,0
2753,HVCO,0
2754,VEC2,0
2755,HNB,0
2756,PAXEX,0
2757,MCPC,3.40293825
2758,SCAP,5.2905102
2759,PLNC,0
2760,STAK,0
2761,VOLT,0
2762,RAGNA,0
2763,ELD,0
2764,XDNA,0
2765,GDR,14.84636322
2766,CBIX-P,0
2767,GXX,0
2768,IFX24,2438.27943077
2769,XAP,0
2770,CMT,0
2771,LTK,0
2772,IBANK,4.12374237
2773,SFG,330233.11635431
2774,SEM,0
2775,ECU,0
2776,IUT,96.36850492
2777,EUC,0
2778,MERI,0
2779,NUKO,1.04214633
2780,DATP,0
2781,RIGEL,4.4044
2782,SEFA,56.90093196
2783,IRA,0
2784,IMGC,0
2785,ICON,4.193
2786,SGT,0
2787,AAA,0
2788,SOCC,0
2789,CXT,0
2790,WBB,0
2791,WEB,0
2792,CNNC,0
2793,DASHG,2.75891013
2794,ROCO,0
2795,ZPAE,6934.98948651
2796,SONO,0
2797,JOINT,6255.70213023
2798,CYL,206561.8729549
2799,IBS,95714.134124
2800,LTCU,0
2801,SANDG,0
2802,ETHP,0.20150768
2803,FNX,43.45591097
2804,EXO,0.25520829
2805,DIN,0.28672583
2806,XPTX,0
2807,XLT,140.28752031
2808,MATE,2367.03349681
2809,STR,0
2810,WDR,0.11897129
2811,PONZI,0
2812,BUL,0
2813,STO,0
2814,CONX,0
2815,HELP,0
2816,CVCC,0
2817,ARGUS,0
2818,TREX,0
2819,DOW,0
2820,NCP,0
2821,CHND,0
2822,NBXC,0
2823,YFFII,2542.11410544
2824,MFTU,482.1965972
2825,INNBCL,0
2826,CPAN,2021.08954805
2827,WETH,6062232671.843483
2828,FLEX,1477126833.273029
2829,UST,787657610.5343862
2830,WAVAX,621263867.2646952
2831,KRW,545998584.5825787
2832,TRY,387151124.82533807
2833,WFTM,370381131.9707123
2834,FITFI,246337094.6111146
2835,USDC,232891005.19822305
2836,GAT,201992236.1372876
2837,SOL,167586160.17823714
2838,WCRO,141494197.45122528
2839,XT,113278127.97140507
2840,MIM,97677874.94787171
2841,WMATIC,103649466.07687922
2842,CNC,94230826.81414169
2843,MIMATIC,89912983.76851831
2844,WLUNA,86044057.22745682
2845,BIT,82834233.9696264
2846,MMF,81706539.96897572
2847,WNEAR,64828533.04344834
2848,DUSD,64678513.05910375
2849,NYM,50060219.46497315
2850,SYN,44529859.44927053
2851,MULTI,40904524.53988169
2852,JEWEL,39411473.95167949
2853,BETH,30881258.44969771
2854,WONE,30660404.15831463
2855,GARI,29988990.76840632
2856,DOME,28940404.38609416
2857,TOMB,28983292.05255488
2858,TSHARE,27006234.88237346
2859,STG,26704038.545448
2860,GUARD,25142864.50700631
2861,stSOL,24655374.95654501
2862,BTCDOWN,24259231.1388582
2863,SHDW,23548497.3900465
2864,DOTDOWN,23136040.40580215
2865,STRM,22886481.23479342
2866,AGEUR,22463210.66803141
2867,mETH,21974855.24922449
2868,SVN,21570855.79362113
2869,EEUR,19987540.03495052
2870,ANON,19446015.97479446
2871,GCR,18382549.04285385
2872,WEGLD,18340266.29323076
2873,RUNE,18144121.22391136
2874,BETH,17935970.53789423
2875,ADADOWN,16504781.73923406
2876,EDGT,16255191.99531855
2877,BEAR,15885138.809158
2878,XRPDOWN,14769204.81341939
2879,BabyDoge,14531244.21218124
2880,OKT,14164825.88751995
2881,TRXDOWN,14175468.33107121
2882,SAITAMA,13867981.96066829
2883,PSI,13847420.93363779
2884,CDAI,13840959.20926107
2885,KUB,13605017.8062785
2886,MELON,13568887.45807524
2887,PLEX,13342235.85770987
2888,GMX,13045397.34379127
2889,LINKDOWN,12917279.44122156
2890,DEI,12865788.72325917
2891,MUSD,12891335.85771267
2892,BULL,12242530.23321022
2893,ORBR,11960900.07493573
2894,FLOKI,11936989.65697354
2895,CAW,11906393.44112793
2896,ORCA,11691162.39119996
2897,BNBDOWN,11179727.77479112
2898,OHM,10841547.29740339
2899,MU,10723177.00952009
2900,REI,10522413.59975765
2901,WNDR,10383848.21344255
2902,JUNO,9747404.10032755
2903,ASTRO,9733963.99673245
2904,BTCUP,9715879.78430901
2905,AZERO,9501853.73322114
2906,CUSDC,9486259.4899471
2907,wROSE,9203227.41554533
2908,BGB,8651873.21839294
2909,DOTUP,8968995.60131044
2910,BASED,8954267.76653623
2911,BREED,8900986.00044858
2912,ETHUP,8677918.85940505
2913,TRXUP,8484634.82600555
2914,XRPUP,8372557.97833606
2915,BRZ,8248732.23067492
2916,TOKE,7877171.46815029
2917,CUSDT,7861112.81635843
2918,bLUNA,7772037.88031397
2919,CULT,7710261.84936332
2920,DARK,7340338.56690776
2921,APECOIN,7328664.55090115
2922,WMEMO,7058949.36702862
2923,POLC,6932207.51158884
2924,KISHU,6602570.44724424
2925,ENTC,6626037.86818762
2926,PLY,6569871.778268
2927,mCUSD,6538037.56901767
2928,ADAUP,6472213.48645287
2929,SAVAX,6510343.59674459
2930,LUNR,6468366.03533643
2931,SHINJA,6404782.38267305
2932,FGD,6376643.73705362
2933,FAME,6340402.49695961
2934,CRYSTAL,6305078.07713159
2935,MAGIC,6319188.43282039
2936,SFM,6272237.91096018
2937,CELEB,6219100.10934684
2938,BOBC,6170891.2898648
2939,OSQTH,5995226.21243108
2940,CTX,5906750.85334686
2941,mBTC,5839910.13669051
2942,PLCU,5695826.73768366
2943,BTR,5654536.80085681
2944,WGLMR,5537880.40383361
2945,ETHBULL,5519041.28445869
2946,MSHARE,5370454.97073119
2947,WWY,5356848.61577281
2948,MAYP,5309207.79081631
2949,PSTAKE,5313599.58206742
2950,GERA,5212411.91111924
2951,ETH2X-FLI,5186787.3665226
2952,FIST,5179735.05547438
2953,QA,5108867.99196102
2954,IOI,5078172.97617694
2955,ESHARE,5066800.77790756
2956,MINIFOOTBALL,5111095.42284128
2957,BRISE,5034145.13613978
2958,MMPRO,5002733.20727465
2959,GNS,4936683.12715454
2960,MIC,4949104.84987837
2961,WHT,4829627.97582575
2962,MYCE,4803230.10148119
2963,KSP,4675828.6625605
2964,BBF,4576904.99827456
2965,JPEG,4542026.47379961
2966,KNIGHT,4568585.95418242
2967,DTR,4520972.59304722
2968,LUFFY,4484706.52594728
2969,GM,4459445.49758363
2970,WIOTX,4411233.38699016
2971,PXP,4381391.70424934
2972,JCR,4380909.38935893
2973,MSU,4153022.10436834
2974,DIFX,4107427.48637219
2975,UMEE,4078259.20139759
2976,DUSD,4052957.63269391
2977,MEX,4001351.65258345
2978,BNBUP,3932179.43939148
2979,PLUGCN,3920167.13396354
2980,BXMI,3811447.58604012
2981,MTT,3775849.25784683
2982,TEDDY,3765212.79903747
2983,XIDR,3760143.15469251
2984,SOCA,3757033.69030564
2985,TRI,3734648.71247038
2986,MSPY,3668050.13234769
2987,10SET,3559372.57959555
2988,MAD,3526342.48245258
2989,LEASH,3477157.02456487
2990,MSQ,3464125.33113309
2991,OVR,3450124.52991116
2992,TITA,3434796.94591335
2993,CELT,3358131.80102291
2994,SD,3300205.14038774
2995,X2Y2,3388502.34938011
2996,CATCOIN,3295712.13875976
2997,MELOS,3206851.89067502
2998,MTRG,3152540.9925884
2999,SGB,3092628.84588752
3000,GYM,3090188.93748762
3001,OCT,3072802.56011481
3002,USDs,3053909.36654212
3003,ELT,3044910.54833809
3004,MR,3044447.16227361
3005,KSHIB,3036864.0794597
3006,DPX,3025634.70412368
3007,MCONTENT,3020968.87753793
3008,DRC,3015251.13914702
3009,RON,2945754.06281426
3010,EURT,2936395.60753338
3011,CWD,2935788.47315727
3012,TAP,2913305.10237532
3013,GOLD,2911687.18838593
3014,WRLD,2907584.68239551
3015,GRC,2891781.66119491
3016,CEUR,2889609.96319423
3017,THOR,2876196.5010866
3018,PCI,2808873.08849391
3019,SIENNA,2789330.4225469
3020,PIT,2664375.66708927
3021,TRYB,2744448.69197545
3022,FREE,2709728.85212865
3023,KVERSE,2730750.54005348
3024,HBB,2725389.45514096
3025,HGHG,2708056.21050624
3026,RCG,2700000.76155466
3027,GOG,2700877.2880204
3028,LINKUP,2602902.72609497
3029,MESA,2534966.88749334
3030,LUC,2515803.29035855
3031,TAKI,2509945.45626278
3032,MANC,2512427.51810021
3033,MILO,2499191.72801469
3034,KYCC,2490262.61789557
3035,ZCX,2482899.24236266
3036,HKN,2470134.34391462
3037,LOVELY,2456656.35868706
3038,WSTETH,2443548.14670713
3039,JFC,2432223.74472589
3040,RETH,2395717.59624967
3041,COIN,2362066.94471451
3042,MFI,2372093.03103986
3043,SRT,2353203.51041784
3044,DEUS,2313320.61076115
3045,STNEAR,2287296.70511795
3046,ISLAMI,2279445.61895732
3047,BKK,2207531.7459469
3048,BLUESPARROW,2264938.85261942
3049,WEAR,2253250.33789865
3050,FLOOR,2254363.36502962
3051,DFT,2248209.6736968
3052,QUARTZ,2235842.05501692
3053,AKITA,2156363.55578703
3054,CMCX,2190811.31613902
3055,SQUID,2160504.6603804
3056,MVRS,2137615.5348174
3057,AUST,2104702.07332209
3058,POLYDOGE,2120549.17153923
3059,CO2,2100209.20482365
3060,FEG,2092669.77040654
3061,EGX,2091840.31662111
3062,GSX,2079713.10481011
3063,UNDEAD,2078129.8804027
3064,$ADS,2047647.02303768
3065,SPY,1990569.29165651
3066,ELT,1989030.31324902
3067,EMP,1975805.9016507
3068,VPAD,1946632.26577711
3069,RUSH,1932919.37487551
3070,KUST,1942674.83756285
3071,PSL,1909664.08720564
3072,DUSD,1900191.58114733
3073,mCEUR,1903098.69198612
3074,CFXT,1901929.14587507
3075,MXT,1887472.37260908
3076,SATS,1886327.55109332
3077,MBX,1883242.51675114
3078,PIE,1881161.98403716
3079,MSTR,1880344.2808348
3080,MCH,1856876.87590958
3081,LFT,1846596.39802129
3082,HMR,1828386.92563537
3083,TIME,1819524.04664907
3084,ALUSD,1818498.06070858
3085,SPRT,1789217.98784056
3086,POKT,1761301.21234266
3087,MAV,1772361.44493351
3088,TRU,1770404.08303859
3089,XSUSHI,1759380.52467841
3090,TINC,1758847.11221627
3091,HAWK,1743770.6720561
3092,STI,1752689.16267171
3093,STRNGR,1744532.70951057
3094,CTP,1720760.15478614
3095,XAVA,1724101.29759964
3096,GZLR,1714608.08717923
3097,EWC,1701242.08777939
3098,CREO,1707055.06194867
3099,GAME,1682974.40347079
